title,image,plot
The Mauritanian,https://upload.wikimedia.org/wikipedia/en/5/53/The_Mauritanian_poster.jpg,"In November 2001, Mohamedou Ould Slahi is in Mauritania, two months after the September 11 attacks. A Mauritanian policeman tells Mohamedou that Americans want to have a talk with him. Mohamedou agrees to go with them.  In Albuquerque, New Mexico, in February 2005, lawyer Nancy Hollander is told by French lawyer Emmanuel that a lawyer from Mauritania approached his firm in Paris on behalf of Mohamedou’s family. They haven’t seen Mohamedou since he was arrested three years ago and only just found out in a newspaper that he is being held by the United States at the Guantanamo Bay detention camp and is accused of being one of the organizers of 9/11. Emmanuel asks Nancy to look into it because she has a security clearance from a previous case and can ask questions he can’t. Nancy agrees to check.  At a Naval Law Conference in New Orleans, Marine Prosecutor Stuart Couch is told by Colonel Bill Seidel about the Mohamedou case which Seidel wants him to prosecute.  Seidel says that Mohamedou fought with Al-Qaeda in the 90s and then recruited for them in Germany, and says it was Mohamedou who recruited the terrorist who flew Stu’s friend’s plane into the tower.  Nancy and Teri (her fellow lawyer) fly down to Guantánamo to meet Mohamedou. Mohamedou agrees to hire them as his lawyers. Meanwhile, Stu tells his team to go through all the intel reports they have to corroborate the story against Mohamedou.  Nancy finds out something through Mohamedou’s letter which she received from him while Stu looks at the MFR (Memorandum for the Record), showing exactly what happened. The letter and reports talk about enhanced torture and treatment including sexual assault upon Mohamedou by the Guantanamo guards as ordered by General Mandel. General Mandel also threatened the arrest and rape of his mother. Thus, to save his mother, Mohamedou gave false confession about being a terrorist.  In December 2009, at trial Mohamedou testified over video link to the court. In March 2010, Mohamedou got a letter informing him that his case was successful, and the judge has ordered him to be released. Text is shown telling us that it would be another 7 years before he actually was released, because the government appealed. His mother died in 2013 so he never saw her again. He was finally released in 2016, having spent 14 years in prison without ever being charged.  Finally, footage of the real Mohamedou arriving back in Mauritania is shown. Texts are shown, telling us Mohamedou lives in Mauritania and got married in 2018 to an American lawyer. They have a baby son, Ahmed, but haven’t been able to live together as a family and are hoping a country will grant them protection and citizenship. Nancy and Teri are still lawyers working against injustice, and we see footage of Mohamedou giving them necklaces with their names in Arabic."
Maya the Bee: The Golden Orb,https://upload.wikimedia.org/wikipedia/en/c/c0/MayatheBee%E2%80%93TheGoldenOrbPoster.jpg,"Maya is full of the joys of spring as she tries to wake the hive and Willy to let them know that spring has finally arrived, but the others went back to sleep. Maya and Willy went to the glow worms, but they took Maya and Willy up to wreck the hive and the precious sunstone, much to the displeasure of the Queen. Maya overhears that she and Willy are to be separated because of their calamitous partnership and she needs no further invitation to get away from the hive ‘to do something special’ in order to prove her and Willy’s worth to stay together.  This opportunity comes in the unexpected guise of a passing green ant who is on the run from the muscle-bound beetle boom-bugs, who are after the golden orb he’s carrying. The ant names him Chomp and hands the golden orb to Maya and Willy. They meet up with Arnie and Barney to take the orb back to Bonsai Peak. It turns out this golden orb is the egg of the ant princess whom she calls herself Smoosh, the heir to the ant kingdom. Willy at first thought Smoosh is too squishy. Maya holds Smoosh to greet him. But Smoosh doesn't understand Maya’s name, until it lets out a fart to Willy as a gift. Meanwhile at the hive, Crawley tries to fix the sunstone, but to no avail, much to his dismay. Miss Cassandra calls out that Maya and Willy has left the meadow.  Smoosh begins to cry so Willy tries to sing in panic until they were frightened by the ants again, Willy doesn’t think they can keep going and decided to stop and rest. Meanwhile, the hive is over the place trying to find Maya and Willy. Arnie and Barney make something to cool them down, Maya sings Smoosh a lullaby while placing a diaper on her, It was too dark and Smoosh was afraid. Willy sings a lullaby to her just like Maya did earlier, but feeling tired.  Chomp knows about Maya and Willy and follows Flip and Miss Cassandra to find Maya and Willy while Crawley stays behind. Arnie and Barney complain about their hatred of spiky trees with Maya joining in until they found Loggy Hollow, but they were caught by the beetles again. Maya and Willy found a wanted poster and Willy is ready to give up. They argued until they saw Smoosh disappeared. Maya throws a ball then grabs Smoosh and quickly flies away, she then found Willy, Arnie and Barney, until the beetles came back. They quickly rode on a leaf to get away until Rumba is caught in the river and needs saving quickly. Maya and Willy reconcile their arguments and decide to take Smoosh back to Greenleaf. Until Bumbulus, Henchie, and Boof blocks their path and sends them to a dark cave where they can't escape.  Maya becomes crestfallen when she realizes that they have failed their mission until Miss Cassandra, Flip and Chomp arrive to rescue them. Rumba make amends with Maya and Willy and they warn the ants of Greenleaf about Bumbulus' plan to dispose of Greenleaf and the only way to stop him is to sing a little song. Then a bird arrives and the fight began. Bumbulus was inside when Willy appeared. When the sun finally rises, they join together into a huge spider in the shadow, scaring away the birds. Afterwards, Maya and Willy reunite and Smoosh finally says Maya’s name. Bumbulus apologizes for his selfishness and Bonsai Peak is saved, thus protecting it from further threats. Maya and Willy are returned to the hive and the Queen congratulates them for their journey and decides to not separate them, and thus the spring festival finally now begins."
Mayday (2021 film),https://upload.wikimedia.org/wikipedia/en/2/22/Mayday_%282021_film%29.jpg,"Ana works at a hotel with her friends Dimitri, a DJ, and cook Max.  Ana and her coworker June comfort Marsha, a new bride who is experiencing cold feet.  Ana is abused by the cruel head waiter. When a storm knocks out the power, Ana hears a voice spelling out ""mayday"" in a modified NATO Phonetic alphabet. Following the voice, she crawls into an oven and falls into the ocean.  Emerging on an unknown shore, Ana encounters Marsha, now brimming with confidence.  She is in shock and realised she has no memories.  A man dressed as a World War Two aviator emerges from the sea and says that his plane crashed in the ocean and that there's a war on.  As the girls leave the beach the pilot is shot to death.  Marsha takes Ana to a beached submarine where she and two other girls, Gert and Bea, live. Marsha explains that this land is a utopia where the girls can live without fear of male violence and predation.  Marsha tells Ana there are camps of women all over the island fighting and winning a war against the men trying to invade.  The girls show Ana how to shoot a rifle, something she proves adept at. When the three others go swimming, Ana is too afraid to jump from a cliff and join them. She is attacked by the head waiter, now dressed as a soldier, but manages to escape.  Marsha shows Ana her telescope and shows her how to view the stars.  Ana joins the girls in their ongoing mission: sending out fake distress signals to lure men to their death in the storm which surrounds the island. When a group of men manage to make it to the island alive, Ana finds herself unable to kill them. This alienates her from the bloodthirsty Marsha.  Ana begins having a recurring dream of herself driving a car through a tunnel.  While alone in the control room a distress call comes across the radio, Ana answers it and talks to the man, he tells her he isn’t far from shore but they are having electrical problems.  Ana plans to go out and swim to their ship but he tells her he is in a submarine that can’t surface because of the issue but he promises to come back for her when it is fixed.  Marsha catches her and knows she is lying when Ana says she was not talking to anyone on the radio.  Bea is captured by men and the girls run to rescue her.  They find her being forced to dig her own grave and Ana hesitates but in the end has no choice but to shoot the men to save her friend.  Gert speaks to Marsha and questions why Bea would be out in the forest by herself and Marsha says she told her to go out there, she knew Ana’s heart wasn’t in it but now it is.  Ana goes out out on patrol and finds a photographer and his squad Ana prepares herself to shoot them but bombs suddenly start to drop, she runs away but is knocked out by a blast, she comes to and stumbles into a field with a large camp of soldiers and they engage in a dance routine. (This is likely a hallucination and she actually killed them all)  Ana wakes up on the ground and goes back to the submarine.  In the control room Marsha tells Ana she is nobody and they scuffle.  Ana tells her she has stopped hurting herself and started hurting others.  Out on patrol, this time Ana has no problem shooting soldiers she finds scaling the cliffs.  Marsha is unhappy that she is losing control of the group, during an air raid she refuses to come inside to comfort a hysterical Bea.  On patrol Ana finds an older man peeling potatoes, the chef max, he tells her he is lost, she says she is too, they share a drink and he says he wants to be in a place where there is no war and suggests maybe they should go home.  Ana lays her head against his knee and falls asleep.  She dreams again about driving through a tunnel but this time she sees the light from the end of the tunnel.  Ana wakes up to find she is asleep on Marsha’s knee, they fight and Ana calls Marsha a monster.  Ana tells Gert she wants to leave the island that she doesn’t think she is meant to be here, Gert agrees to help her.    Ana hears a radio broadcast by the man on the submarine, he says he’s dying from the fumes and apologises for not being able to come back to save her.  He says he has ‘never had much luck with the ladies’ and tells her she should say goodbye and Ana replies To say she ‘not that kind of girl’ Echoing a conversation they had at the start of the movie.  The memory of the conversation makes her realise it is Demitri, and she suddenly remembers everything.  Gert tells her she definitely doesn’t belong here, and sends her to meet with  June, now a mechanic, who she tells about her plan to leave the island.  June warns her that she is like a star, and if she leaves it will be like a star dying, everything around it gets pulled in, and they all disappear, everyone on the island will just be snuffed out of existence.  Despite that June also tells Ana that to get through the storm she will need precise calculations.  Ana returns to the sub and tells Gert and Bea she has changed her mind and isn’t leaving, but Gert reveals they already know what will happen and they still want her to try.  Ana asks them to come with her but they tell her they can’t.  They tell Ana she can go and protect other girls from becoming like them, victims of men.  They then show Ana that they have already spoken to all of the other camps on the island and they are all in support of Ana leaving.  Gert, Bea, June and Ana, with the help of the other camps via the radio, track the storms and formulate a plan to get Ana through the storm and back to the point she entered.  They think they have kept it all a secret from Marsha, but she has actually been listening to them via the radio.  She confronts Ana and tells her she can’t believe that after everything she has given her, after making her a hero, she wants to go back to a kitchen, Ana replies that she’s made her into a psychopath and Marsha says it’s the same thing.  She tells Ana that she is going back to so much darkness and Ana tells her that in the dark she will see the stars.  Ana and Bea lie in bed, Ana tells Bea she doesn’t want to leave her, and Bea says she will go first and to close her eyes, Bea then disappears.  June, Gert and Bea check all of the perimeters are correct and tell Ana it’s time.  They watch from the control room as Ana jumps into the sea and swims towards the storm but gets caught in a rip tide she gets pulled under, loses consciousness and starts to drown.  Marsha gets on the radio and encourages her repeating the same message Ana heard on the radio in her dream. Ana is able to float to where she needs to be and finds Demitri floating there, as she reaches him she is transported back to the hotel.  The film ends with Ana walking into the banquet hall where Dimitri is DJing.  She approaches the microphone and opens her mouth to sing."
Me Time (film),https://upload.wikimedia.org/wikipedia/en/f/fa/Me_Time_%28film%29.jpg,"Best friends since high school, Sonny and Huck stopped meeting up every year on Huck's birthday 15 years ago when Sonny had a near death experience.  Now Sonny is a stay-at-home dad, putting all of his focus on his family. Huck contacts him, as he does every year, for the annual celebration. However not wanting to attend, Sonny finds himself with some ""me time"" for the first time in years while his wife and kids are away.   After only a few days, Sonny is bored. He plays golf every day but is terrible, partakes of massive amounts of food at a big barbecue a few days in a row but projectile vomits, none of his friends can participate with him so he's lonely and bored and his kids don't seem to miss him.  So Sonny ends up going to Huck's wild weekend birthday bash. Arriving at the meeting point, everyone is skinny dipping. Afterwards they load onto Huck's chartered bus and put on matching track suits.  Meanwhile, Sonny's wife Maya and kids get a visit at the place her parents have taken them to from her wealthy client Armando, who Sonny fears is interested in her.   The bus dumps the party group in the desert, where there are communal yurts set up, and the plan is to forage for their food. They are given hardware to do it, so Sonny heads off to do number two. A mountain lion chases him, but he wards it off by stabbing it with an EpiPen, and is nicknamed Big Dog.    That evening, when Sonny calls his family, he finds out Armando visited them by seaplane. Maya is offered a big project. Jealous, when he yells they hang up on him.   Stan, Huck's loan shark arrives, seeking the $47,000 owed him. His muscle Dorit breaks Sonny's finger, then burns down the site. Once everyone goes, Sonny stays behind to help Huck salvage what they can. Huck confesses he's fallen on hard times and is lonely.   On their way back to LA in an Uber, Sonny spots Armando's. The three break in and pull off some gross pranks, but inadvertently hit one of his tortoises. All is caught on camera.   Sonny offers his house for Huck to continue his birthday celebration, as his family is still away. Someone shares a party notification via social media, and it becomes a rager. Seal comes, and Sonny jams with him. Just as the party is at the most out of control the family shows up, and Maya leaves with the kids. She asks him to clear out and stay away for a bit.  While they are separated, Sonny tries to make amends, apologizing to Armando and working hard on the talent show. As the closing act Dash, Sonny's son, has a meltdown declaring he hates the keyboard. Realising he's been selfish and overcontrolling, he apologizes to everyone, encouraging all who want to perform.   Sonny chases down Huck, convincing him to join him in a party planner company."
Me You Madness,https://upload.wikimedia.org/wikipedia/en/3/34/Me_you_madness.jpg,"Catherine Black, a wealthy and extremely intelligent corporate hedge fund manager and serial killer, has a high-fashion sense and spends her money on expensive cars, clothes, artwork, and furniture. She purposely lures Tyler Jones, a thief and gamer who steals from elderly individuals, including Black's grandmother, to apply for a job as house sitter of her large home in Malibu. As he cases the home, Black roofies him to knock him out, and then gets her nails done. When Jones awakes, Black's girlfriend arrives, and after feeding him organs of a frat boy while mocking him in Mandarin, they engage in an evening of drugs, sex, and bonding.  Black, after killing a man who was making suggestive faces at her in an exercise session, comes home and orders Jones to leave her house. While she takes a shower he steals her car and jewelry. She analyzes Jones' car's tracking device, calls him, and reads off the times and locations that he and his partner-in-crime, Chad, committed recent thefts. He brings the car and jewelry back in exchange for her not giving the Los Angeles police the incriminating evidence, but she explains that promises are meant to be broken. As they physically fight, and Jones runs from Black, he discovers her freezer full of human body parts, upping the stakes and forcing Black to vow to kill him even as it becomes obvious to both that they are madly in love.  Relaxing after their final series of fights, in which Black could have killed Jones by any of several methods, they simultaneously agree to marry. Black begins taking medication to control her need to kill, and Jones gives up a life of crime, finishes engineering school, and pays back Black's grandmother and his other victims. They have become vegans.  End credits show Catherine and Tyler happily raising a dog and three children."
MEAD (film),https://upload.wikimedia.org/wikipedia/en/1/17/MEAD_film_poster.jpg,"In the distant future, Friz and his symbiotically linked spaceship MEAD (Mobile Extrasensory Autonomous Deceptor) are on the run from a group of bounty hunters. Using a series of telepathically projected illusions, they are able to evade their pursuers, but unwitting cause the bounty hunters to destroy their own spaceship.  They see a person in a spacesuit floating among the wreckage, however, and decide to bring its unconscious occupant aboard. Removing the spacesuit, they discover that its wearer is in fact an escaped prison inmate named Phoebe, whom the bounty hunters had previously captured. She awakens and reveals that she knows who they are and that they are wanted on every planet in the solar system. Suspicious of her new captors at first, Phoebe begins to trust Friz and MEAD as they tell her the story of their escape from a military testing facility.  MEAD, it turns out, was designed as a weapon of war, but, thanks to the pacifistic tendencies of his original programmer Tam, would not kill for the military. This enraged the director of the program Admiral Gillette, who responded by trying to decommission MEAD and imprisoning Friz. They were rescued by Tam, who had fallen in love with Friz over their time together. During their escape, however, Gillette murdered Tam and critically injured Friz. MEAD responded by closing a door on Gillette, severing his hand from his arm, which they now keep as a prize.  Having learned their backstory, Phoebe decides not to steal their shuttle or turn them in for the ransom.  Running low on fuel, the trio decide to steal dark matter energy from Ganymede base, where they know Admiral Gillette will be waiting for them. Once again using a series of projected illusions, including one of a popular children's toy Timmy the Wunderbot, they are able to evade the base security and steal enough dark matter energy to last them indefinitely.  Admiral Gillette pursues MEAD and Friz into space aboard a large spaceship named Achilles and, unbeknownst to them, carries with him a special helmet that allows him to differentiate reality from their illusions. While they are able to deceive other members of Gillette's crew with their illusions, including his second-in-command Sternhagen, Gillette is able to direct them enough to fire some damaging shots at MEAD. Phoebe attempts to repair MEAD by connecting a dark matter pod they had earlier stolen from Ganymede, but is shocked in the process.  Instead of trying to fool the crew of what's happening outside the ship, Friz and MEAD instead project an illusion of Gillette on the bridge as hideous monster so that the crew won't listen to his commands. Despite the chaos aboard their vessel, the Achilles crew are still able to deliver a crippling shot at MEAD.  Sternhagen and the rest of the bridge crew, deciding they've finally had enough of his vendetta, turn on Gillette and try to force him to break off his mad pursuit. A firefight ensues, resulting in the deaths of everyone aboard the bridge—including Admiral Gillette.  MEAD slowly deactivates, revealing that Friz's good looks were an illusion to cover the hideous burns he'd received while first escaping from Gillette. He tells Phoebe to leave sinks into despair as she flies off in the shuttle to surrender herself to the surviving crew of the Achilles.  While Friz is unconscious, however, MEAD is able to restore power using the dark matter pod Phoebe had connected earlier. While first suggesting they could go anywhere they like, MEAD and Friz decide to return to rescue Phoebe from prison."
Meet Cute (film),https://upload.wikimedia.org/wikipedia/en/a/ae/Meet_Cute_%28film%29.jpg,"Manhattan resident Sheila runs into Gary, a meek man who prefers to watch movies over sports, one night at a bar. They go on a date and bond over their similar taste in drinks and childhoods before the night ends. Throughout the date, Sheila tells him that she discovered June's time machine at a nail salon and has been using it to relive the same night for the past seven nights. They end the date on good terms and she tells him that she'll see him again the next day.  Over the course of a month's worth of resets, Sheila reveals that she began using time travel on the day she planned to kill herself. During the first reset, she and Gary met in a bar and had a nice date. Having felt happy for the first time in a long time, Sheila continues to reset the day and relive the date. On several occasions on the dates, Sheila reveals that when she was young a cable man who came to her house was nice to her in a way that stuck with her, but she doesn't know why she brings it up. After about five months, standing at the spot where she planned to jump off the Manhattan Bridge, she admits that she's in love with Gary, which unnerves him to the point of leaving the date.  After the 364th reset, the monotony of the same date catches up to Sheila. She decides to use the time machine to spice up their date by going further back and changing Gary. On the first anniversary of the resets, Gary is no longer interested in movies, and is now an assertive and successful businessman. Unfortunately, Sheila reveals that she manipulated his life by taking on the role of ""Uncle Charlie"", Gary's new childhood neighbor who played catch with him and got him interested in sports, as well as ""deleting"" a couple of negative people in Gary's life. Gary does not take the news kindly and the two end the date on poor terms.  Although Sheila goes back to undo her edits in Gary's life, he experiences déjà vu and manages to piece together that the two have indeed experienced the date multiple times. Upset, Gary uses the knowledge he gained from their date, namely the location of June and the time machine and where Sheila used to live, to try to save Sheila from wanting to commit suicide, which had also made her obsessed with him. It is revealed that Gary is the cable man who was nice to her when she was young, leaving her life unchanged.  Deciding that reliving the same day is no longer making her happy, Sheila goes to commit suicide, which June notices and informs Gary when he comes back from the past. He manages to catch up to Sheila and tells her the machine sent him forward, that she did not commit suicide, and that they met again ""tomorrow"". He walks away from her. This lie works, and she follows him off the bridge; as the sun rises on tomorrow, the two continue a truly new day for their date."
Memoria (2021 film),https://upload.wikimedia.org/wikipedia/en/8/89/Memoria_poster.jpg,"Jessica, a Scottish expatriate to Colombia, awakens one night to a single loud boom. She appears to be the only one who can hear it. The next day, she goes to visit her sister, Karen, who is ill and in a hospital in Bogotá. Jessica operates a market-flower business in Medellín, and is curious to learn more about an excavation project being carried out in the same hospital where her sister is being treated.  Still bothered by the sound, which she hears repeatedly and which prevents her from sleeping, Jessica seeks the help of a young sound engineer named Hernán to recreate the sound. Though unsuccessful at first, the two eventually approximate the sound, and begin a friendly relationship. Right before they are to take a trip together, Jessica looks for Hernán at his sound engineering studio, only to discover that he is not there and no one working there knows who he is.  Finding herself growing increasingly uncomfortable in the company of her now-healthy sister, Jessica ventures out into the countryside alone, where she encounters a middle-aged fish scaler, also named Hernán. This Hernán lives a secluded life, but he speaks frankly with Jessica. They discuss his connection to the earth, his sleep, and their memories. Inside his home, Jessica learns to connect with her memories in a similar fashion to Hernán, and at one point while holding hands, appears to have her memories intertwine with his.  Jessica then approaches an open window and hears the booming sound again, but seems to have grown to accept it and even appreciate it. Suddenly, a camouflaged alien spacecraft rises out of the jungle, leaving a loud sonic boom in its wake. A radio broadcast is heard reporting a mild earthquake that, unbeknownst to the general population, coincided with the take-off of the spacecraft. The broadcast goes on to say that the quake has unearthed previously inaccessible areas that the aforementioned excavation project was searching for."
Memory (2022 film),https://upload.wikimedia.org/wikipedia/en/7/77/Memory_official_logo.png,"Alex Lewis is a contract killer living in Mexico who suffers from early-onset Alzheimer's and works for Davana Sealman. He is assigned to kill a man in El Paso, Texas, where he grew up and where his brother lives in residence at a nursing home due to severe Alzheimer's disease. The target of the hit is Ellis Van Camp, a builder for the Texas Central Processing Facility. Meanwhile, Vincent Serra of the FBI's Child Exploitation Task Force is undercover in El Paso trying to arrest ""Papa Leon,"" a sex trafficker. Vincent kills Papa Leon after the latter takes his daughter Beatriz hostage during the sting operation. Beatriz is taken to the Processing Facility, where she had been held previously, before ending up at a group home. Vincent is frustrated that his domestic investigations into trafficking are frequently foiled.  Alex kills Ellis and steals a flash drive from his safe. He finds out his second target is Beatriz, but after breaking into the group home, refuses to kill her as he believes children are ""off limits."" He threatens William Borden, Davana's lawyer, asking him to cancel the contract on Beatriz. Instead, she is killed by another hitman, Mauricio. The next morning Alex wakes in a hotel room after a one-night stand and sees news of Beatriz's murder. He realizes he is in danger and tells Maya, the woman he is with, to stay in the room before heading for the parking garage. He and Mauricio get into a shootout, during which Maya is killed as she had followed Alex to return his forgotten Alzheimer pills. Alex kills Mauricio and burns both bodies inside Mauricio's car, and later goes to kill Borden.  Alex retreats to a former bakery once owned by his late father where he reviews the stolen flash drive and finds footage of Davana's son, Randy, sexually assaulting Beatriz. Randy panics after learning of Borden's death. Davana tells her son to escape, but he first throws a party on his yacht. Vincent and his team, Mexican police detective Hugo Marquez, and Special Agent Linda Amistead, are investigating the Van Camp murder and realize that the recent crimes are connected because Van Camp and Borden were shot with bullets from the same silenced pistol. They find out that Randy is the owner of the Processing facility, Van Camp was the builder, and Borden was Randy's lawyer, realizing that Randy is likely next.  The FBI arrive at the yacht party to save Randy, but Alex kills him first. Outside, he is cornered by Vincent and Marquez but escapes despite Marquez shooting him. Alex recovers inside the bakery but his Alzheimer symptoms are worsening. Narrowly avoiding an FBI raid, Alex infiltrates Davana's penthouse which is heavily guarded by corrupt El Paso police. He shoots his way past several police officers and reaches Davana but forgets that he had removed the firing pin from his pistol and is knocked out by Davana's henchman, Danny Mora. Mora brings him in alive to interrogate him about the flash drive but another officer tells Mora that Alex needs to be taken to the hospital.  Vincent, Hugo, and Linda receive a package mailed by Alex containing the flash drive. They find Alex under police custody in the hospital where he tells them that he has evidence of Davana threatening Van Camp but cannot remember where he placed the recording. Davana blackmails her personal doctor into killing Alex, but Alex apprehends him and takes him hostage. The police arrive on scene and mistakenly shoot the hostage, but Alex makes it inside Vincent's car, telling him Davana wishes to bury this (spelling ""bury"" as ""b-e-r-y"") before stepping out and being shot dead. Vincent later realizes ""b-e-r-y"" were the remaining four letters of the sign on the outside the bakery where Alex hid. He finds the recording of Davana threatening Ellis, but is told by the district attorney that the tape is not enough to prosecute. Vincent is told to take some time off. Soon after, Marquez kills Davana by slitting her throat; Vincent and Linda see the news report of her death at a bar. Vincent realizes that Linda took him out to give him an alibi."
The Menu (2022 film),https://upload.wikimedia.org/wikipedia/en/d/db/The_Menu_%282022_film%29.jpg,"Foodie Tyler Ledford and his date, Margot Mills, travel by boat to Hawthorn, an exclusive restaurant on a private island owned by celebrity chef Julian Slowik. The other guests are Lillian Bloom, a food critic; her editor Ted; wealthy regulars Richard and Anne Leibrandt; a washed-up movie star and his personal assistant Felicity Lynn; business partners Soren, Dave, and Bryce; and Slowik's alcoholic mother Linda. The group is given an island tour by maître d'hôtel Elsa, who notes that Margot is not Tyler's designated guest.  Dinner begins, and Slowik introduces a series of courses, during which he delivers increasingly unsettling monologues. For the third course, uncomfortable truths about each guest are exposed via images laser-printed on tortillas. During the fourth course, sous-chef Jeremy kills himself. When Richard tries to leave, the staff cuts off his left ring finger as a warning to stay. Hawthorn's angel investor Doug Verrick, to whom Slowik relinquished ownership during the COVID-19 pandemic, is drowned in front of the guests. For the fifth course, which begins with Slowik allowing himself to be stabbed by Katherine, an employee he sexually harassed, the female guests dine with Katherine while the men are given the chance to escape the island via a game of cat-and-mouse, but Slowik's staff catch them all. When Lillian attempts to gain Katherine's favor by offering assistance in starting her own restaurant, Katherine reveals that she was the one who suggested Slowik kill the guests and staff.  Slowik explains that each guest was invited because they contributed to him losing his passion for his craft or because they make a living by exploiting the work of food artisans like him. He announces that everyone will be dead by the end of the night. Since Margot's presence was unplanned, Slowik privately gives her the choice of dying with the staff or the guests. When she hesitates, he chooses the staff.  Margot is unmasked as an escort named Erin, whose clients included Richard, whom she stopped meeting because he hired her to pretend to be his daughter. Slowik reveals that Tyler was informed the guests would be killed. Despite this, he was so zealous to participate in Slowik's craft that he kept it secret and hired Margot to replace his ex-girlfriend because Hawthorn does not seat lone diners. Slowik invites Tyler to cook, and Tyler's ineptitude reveals that he has pretended to be a culinary expert. Slowik humiliates him by insulting his food and whispers in his ear, and a deflated Tyler leaves the kitchen.  Slowik asks Margot to go to the smokehouse and collect a barrel needed for dessert. As she leaves the kitchen, she sees that Tyler has hanged himself in a closet. En route, Margot sneaks into Slowik's house, where she is attacked by a jealous Elsa. After a scuffle, Margot fatally stabs Elsa. After seeing a framed employee of the month award showing Slowik as a young and happy cook at a greasy spoon diner, Margot finds a radio, calls for help and returns to the restaurant with the barrel. A Coast Guard officer named Dale arrives, but after the guests are convinced they have been saved, he reveals himself to be a line cook in disguise and returns to the kitchen.  As dessert is being prepared, Margot mocks Slowik's ""loveless"" cooking and complains that she is still hungry. When he asks what she would like, Margot requests a cheeseburger and French fries prepared without the pretentiousness of fine dining. Moved by her request, Slowik personally does so, and finds joy in creating the dish. After one bite, Margot praises the food, then requests to take it ""to go."" Slowik allows her to leave, and Margot escapes on the Coast Guard boat docked nearby.  The dessert is an elevated s'mores dish—the staff cover the floor with crushed graham crackers and adorn the guests with stoles made of marshmallows and hats made of chocolate. Slowik then sets the restaurant ablaze, detonating the barrel and killing the guests, staff, and himself. Safely away, Margot eats her cheeseburger in silence while watching the restaurant burn, and uses a copy of the menu to wipe her mouth."
